Iteration,Temperature,BestCost,CurrentCost
1516,37.8308,13908.6,15183.7
1517,37.6417,13908.6,15183.7
1518,37.4535,13908.6,15194.9
1519,37.2662,13908.6,15194.9
1520,37.0799,13908.6,15194.9
1521,36.8945,13908.6,15194.9
1522,36.71,13908.6,15194.9
1523,36.5264,13908.6,15194.9
1524,36.3438,13908.6,15194.9
1525,36.1621,13908.6,15194.9
1526,35.9813,13908.6,15194.9
1527,35.8014,13908.6,15194.9
1528,35.6224,13908.6,15194.9
1529,35.4442,13908.6,15194.9
1530,35.267,13908.6,15194.9
1531,35.0907,13908.6,15194.9
1532,34.9152,13908.6,15194.9
1533,34.7407,13908.6,15194.9
1534,34.567,13908.6,15194.9
1535,34.3941,13908.6,15194.9
1536,34.2222,13908.6,15194.9
1537,34.051,13908.6,15194.9
1538,33.8808,13908.6,15194.9
1539,33.7114,13908.6,15194.9
1540,33.5428,13908.6,15194.9
1541,33.3751,13908.6,15194.9
1542,33.2082,13908.6,15194.9
1543,33.0422,13908.6,15194.9
1544,32.877,13908.6,15194.9
1545,32.7126,13908.6,15194.9
1546,32.549,13908.6,15194.9
1547,32.3863,13908.6,15194.9
1548,32.2244,13908.6,15194.9
1549,32.0632,13908.6,15194.9
1550,31.9029,13908.6,15194.9
1551,31.7434,13908.6,15194.9
1552,31.5847,13908.6,14867
1553,31.4268,13908.6,14867
1554,31.2696,13908.6,14867
1555,31.1133,13908.6,14867
1556,30.9577,13908.6,14867
1557,30.8029,13908.6,14867
1558,30.6489,13908.6,14867
1559,30.4957,13908.6,14867
1560,30.3432,13908.6,14867
1561,30.1915,13908.6,14867
1562,30.0405,13908.6,14867
1563,29.8903,13908.6,14867
1564,29.7409,13908.6,14699.7
1565,29.5922,13908.6,14413.8
1566,29.4442,13908.6,14413.8
1567,29.297,13908.6,14413.8
1568,29.1505,13908.6,14413.8
1569,29.0047,13908.6,14413.8
1570,28.8597,13908.6,14413.8
1571,28.7154,13908.6,14413.8
1572,28.5718,13908.6,14413.8
1573,28.429,13908.6,14362.4
1574,28.2868,13908.6,14362.4
1575,28.1454,13908.6,14362.4
1576,28.0047,13908.6,14362.4
1577,27.8647,13908.6,14362.4
1578,27.7253,13908.6,14362.4
1579,27.5867,13908.6,14362.4
1580,27.4488,13908.6,14362.4
1581,27.3115,13908.6,14362.4
1582,27.175,13908.6,14362.4
1583,27.0391,13908.6,14362.4
1584,26.9039,13908.6,14362.4
1585,26.7694,13908.6,14362.4
1586,26.6355,13908.6,14362.4
1587,26.5024,13908.6,14362.4
1588,26.3698,13908.6,14362.4
1589,26.238,13908.6,14362.4
1590,26.1068,13908.6,14362.4
1591,25.9763,13908.6,14362.4
1592,25.8464,13908.6,14362.4
1593,25.7172,13908.6,14362.4
1594,25.5886,13908.6,14362.4
1595,25.4606,13908.6,14362.4
1596,25.3333,13908.6,14362.4
1597,25.2067,13908.6,14362.4
1598,25.0806,13908.6,14362.4
1599,24.9552,13908.6,14362.4
1600,24.8304,13908.6,14362.4
1601,24.7063,13908.6,14362.4
1602,24.5828,13908.6,14362.4
1603,24.4598,13908.6,14362.4
1604,24.3375,13908.6,14362.4
1605,24.2159,13908.6,14362.4
1606,24.0948,13908.6,14362.4
1607,23.9743,13908.6,14362.4
1608,23.8544,13908.6,14362.4
1609,23.7352,13908.6,14362.4
1610,23.6165,13908.6,14362.4
1611,23.4984,13908.6,14362.4
1612,23.3809,13908.6,14362.4
1613,23.264,13908.6,14362.4
1614,23.1477,13908.6,14362.4
1615,23.032,13908.6,14362.4
1616,22.9168,13908.6,14362.4
1617,22.8022,13908.6,14362.4
1618,22.6882,13908.6,14362.4
1619,22.5748,13908.6,14362.4
1620,22.4619,13908.6,14362.4
1621,22.3496,13908.6,14362.4
1622,22.2378,13908.6,14362.4
1623,22.1266,13908.6,14362.4
1624,22.016,13908.6,14362.4
1625,21.9059,13908.6,14362.4
1626,21.7964,13908.6,14362.4
1627,21.6874,13908.6,14362.4
1628,21.579,13908.6,14362.4
1629,21.4711,13908.6,14362.4
1630,21.3637,13908.6,14362.4
1631,21.2569,13908.6,14362.4
1632,21.1506,13908.6,14362.4
1633,21.0449,13908.6,14362.4
1634,20.9396,13908.6,14362.4
1635,20.8349,13908.6,14362.4
1636,20.7308,13908.6,14362.4
1637,20.6271,13908.6,14362.4
1638,20.524,13908.6,14362.4
1639,20.4214,13908.6,14362.4
1640,20.3193,13908.6,14362.4
1641,20.2177,13908.6,14362.4
1642,20.1166,13908.6,14362.4
1643,20.016,13908.6,14362.4
1644,19.9159,13908.6,14362.4
1645,19.8163,13908.6,14362.4
1646,19.7172,13908.6,14362.4
1647,19.6187,13908.6,14362.4
1648,19.5206,13908.6,14362.4
1649,19.423,13908.6,14354.3
1650,19.3258,13908.6,14354.3
1651,19.2292,13908.6,14354.3
1652,19.1331,13908.6,14354.3
1653,19.0374,13908.6,14354.3
1654,18.9422,13908.6,14354.3
1655,18.8475,13908.6,14354.3
1656,18.7533,13908.6,14354.3
1657,18.6595,13908.6,14354.3
1658,18.5662,13908.6,14354.3
1659,18.4734,13908.6,14354.3
1660,18.381,13908.6,14354.3
1661,18.2891,13908.6,14309.2
1662,18.1977,13908.6,14317.3
1663,18.1067,13908.6,14317.3
1664,18.0161,13908.6,14317.3
1665,17.9261,13908.6,14317.3
1666,17.8364,13908.6,14317.3
1667,17.7472,13908.6,14317.3
1668,17.6585,13908.6,14317.3
1669,17.5702,13908.6,14317.3
1670,17.4824,13908.6,14317.3
1671,17.395,13908.6,14317.3
1672,17.308,13908.6,14317.3
1673,17.2214,13908.6,14317.3
1674,17.1353,13908.6,14317.3
1675,17.0497,13908.6,14317.3
1676,16.9644,13908.6,14317.3
1677,16.8796,13908.6,14317.3
1678,16.7952,13908.6,14317.3
1679,16.7112,13908.6,14317.3
1680,16.6277,13908.6,14317.3
1681,16.5445,13908.6,14317.3
1682,16.4618,13908.6,14317.3
1683,16.3795,13908.6,14317.3
1684,16.2976,13908.6,14317.3
1685,16.2161,13908.6,14317.3
1686,16.135,13908.6,14317.3
1687,16.0543,13908.6,14317.3
1688,15.9741,13908.6,14317.3
1689,15.8942,13908.6,14317.3
1690,15.8147,13908.6,14317.4
1691,15.7357,13908.6,14317.4
1692,15.657,13908.6,14317.4
1693,15.5787,13908.6,14317.4
1694,15.5008,13908.6,14317.4
1695,15.4233,13908.6,14317.4
1696,15.3462,13908.6,14317.4
1697,15.2694,13908.6,14317.4
1698,15.1931,13908.6,14317.4
1699,15.1171,13908.6,14317.4
1700,15.0415,13908.6,14317.4
1701,14.9663,13908.6,14317.4
1702,14.8915,13908.6,14316
1703,14.8171,13908.6,14316
1704,14.743,13908.6,14316
1705,14.6693,13908.6,14316
1706,14.5959,13908.6,14316
1707,14.5229,13908.6,14316
1708,14.4503,13908.6,14316
1709,14.3781,13908.6,14316
1710,14.3062,13908.6,14316
1711,14.2346,13908.6,14316
1712,14.1635,13908.6,14316
1713,14.0926,13908.6,14316
1714,14.0222,13908.6,14316
1715,13.9521,13908.6,14316
1716,13.8823,13908.6,14316
1717,13.8129,13908.6,14316
1718,13.7438,13908.6,14316
1719,13.6751,13908.6,14316
1720,13.6067,13908.6,14316
1721,13.5387,13908.6,14316
1722,13.471,13908.6,14316
1723,13.4037,13908.6,14316
1724,13.3366,13908.6,14316
1725,13.27,13908.6,14316
1726,13.2036,13908.6,14316
1727,13.1376,13908.6,14316
1728,13.0719,13908.6,14316
1729,13.0065,13908.6,14316
1730,12.9415,13908.6,14316
1731,12.8768,13908.6,14316
1732,12.8124,13908.6,14316
1733,12.7484,13908.6,14316
1734,12.6846,13908.6,14316
1735,12.6212,13908.6,14316
1736,12.5581,13908.6,14316
1737,12.4953,13908.6,14316
1738,12.4328,13908.6,14316
1739,12.3707,13908.6,14316
1740,12.3088,13908.6,14316
1741,12.2473,13908.6,14316
1742,12.186,13908.6,14316
1743,12.1251,13908.6,14316
1744,12.0645,13908.6,14316
1745,12.0041,13908.6,14316
1746,11.9441,13908.6,14316
1747,11.8844,13908.6,14316
1748,11.825,13908.6,14316
1749,11.7659,13908.6,14316
1750,11.707,13908.6,14316
1751,11.6485,13908.6,14316
1752,11.5902,13908.6,14316
1753,11.5323,13908.6,14316
1754,11.4746,13908.6,14316
1755,11.4173,13908.6,14316
1756,11.3602,13908.6,14316
1757,11.3034,13908.6,14316
1758,11.2469,13908.6,14316
1759,11.1906,13908.6,14179.4
1760,11.1347,13908.6,14179.4
1761,11.079,13908.6,14179.4
1762,11.0236,13908.6,14179.4
1763,10.9685,13908.6,14179.4
1764,10.9136,13908.6,14179.4
1765,10.8591,13908.6,14179.4
1766,10.8048,13908.6,14179.4
1767,10.7508,13908.6,14179.4
1768,10.697,13908.6,14179.4
1769,10.6435,13908.6,14179.4
1770,10.5903,13908.6,14179.4
1771,10.5373,13908.6,14179.4
1772,10.4847,13908.6,14179.4
1773,10.4322,13908.6,14179.4
1774,10.3801,13908.6,14179.4
1775,10.3282,13908.6,14179.4
1776,10.2765,13908.6,14179.4
1777,10.2252,13908.6,14179.4
1778,10.174,13908.6,14179.4
1779,10.1232,13908.6,14179.4
1780,10.0725,13908.6,14179.4
1781,10.0222,13908.6,14179.4
1782,9.97207,13908.6,14179.4
1783,9.92221,13908.6,14179.4
1784,9.8726,13908.6,14179.4
1785,9.82323,13908.6,14179.4
1786,9.77412,13908.6,14179.4
1787,9.72525,13908.6,14179.4
1788,9.67662,13908.6,14154
1789,9.62824,13908.6,14154
1790,9.5801,13908.6,14154
1791,9.5322,13908.6,14154
1792,9.48453,13908.6,14154
1793,9.43711,13908.6,14154
1794,9.38993,13908.6,14154
1795,9.34298,13908.6,14154
1796,9.29626,13908.6,14154
1797,9.24978,13908.6,14154
1798,9.20353,13908.6,14154
1799,9.15751,13908.6,14154
1800,9.11173,13908.6,14154
1801,9.06617,13908.6,14154
1802,9.02084,13908.6,14142.1
1803,8.97573,13908.6,14142.1
1804,8.93085,13908.6,14142.1
1805,8.8862,13908.6,14142.1
1806,8.84177,13908.6,14142.1
1807,8.79756,13908.6,14142.1
1808,8.75357,13908.6,14142.1
1809,8.7098,13908.6,14142.1
1810,8.66626,13908.6,14142.1
1811,8.62292,13908.6,14142.1
1812,8.57981,13908.6,14142.1
1813,8.53691,13908.6,14126.2
1814,8.49423,13908.6,14126.2
1815,8.45175,13908.6,14126.2
1816,8.4095,13908.6,14126.2
1817,8.36745,13908.6,14126.2
1818,8.32561,13908.6,14126.2
1819,8.28398,13908.6,14126.2
1820,8.24256,13908.6,14126.2
1821,8.20135,13908.6,14126.2
1822,8.16034,13908.6,14126.2
1823,8.11954,13908.6,14126.2
1824,8.07894,13908.6,14126.2
1825,8.03855,13908.6,14126.2
1826,7.99836,13908.6,14126.2
1827,7.95836,13908.6,14126.2
1828,7.91857,13908.6,14030.7
1829,7.87898,13908.6,14030.7
1830,7.83959,13908.6,14030.7
1831,7.80039,13908.6,14030.7
1832,7.76139,13908.6,14030.7
1833,7.72258,13908.6,14030.7
1834,7.68397,13908.6,14030.7
1835,7.64555,13908.6,14030.7
1836,7.60732,13908.6,14030.7
1837,7.56928,13908.6,14030.7
1838,7.53143,13908.6,14030.7
1839,7.49378,13908.6,14030.7
1840,7.45631,13908.6,14030.7
1841,7.41903,13908.6,14018
1842,7.38193,13908.6,14018
1843,7.34502,13908.6,14018
1844,7.3083,13908.6,14018
1845,7.27176,13792,13792
1846,7.2354,13792,13792
1847,7.19922,13792,13792
1848,7.16322,13792,13792
1849,7.12741,13792,13792
1850,7.09177,13792,13792
1851,7.05631,13792,13792
1852,7.02103,13792,13792
1853,6.98593,13792,13792
1854,6.951,13792,13792
1855,6.91624,13792,13792
1856,6.88166,13792,13792
1857,6.84725,13792,13792
1858,6.81302,13792,13792
1859,6.77895,13792,13792
1860,6.74506,13792,13792
1861,6.71133,13752,13752
1862,6.67777,13752,13752
1863,6.64438,13752,13752
1864,6.61116,13752,13752
1865,6.57811,13752,13752
1866,6.54522,13752,13752
1867,6.51249,13752,13752
1868,6.47993,13752,13752
1869,6.44753,13752,13752
1870,6.41529,13752,13752
1871,6.38321,13752,13752
1872,6.3513,13752,13752
1873,6.31954,13752,13752
1874,6.28794,13752,13752
1875,6.2565,13752,13752
1876,6.22522,13752,13752
1877,6.1941,13752,13752
1878,6.16312,13752,13752
1879,6.13231,13752,13752
1880,6.10165,13752,13752
1881,6.07114,13752,13752
1882,6.04078,13752,13752
1883,6.01058,13752,13752
1884,5.98053,13752,13752
1885,5.95062,13752,13752
1886,5.92087,13752,13752
1887,5.89127,13588.4,13588.4
1888,5.86181,13588.4,13588.4
1889,5.8325,13588.4,13588.4
1890,5.80334,13588.4,13588.4
1891,5.77432,13588.4,13588.4
1892,5.74545,13588.4,13588.4
1893,5.71672,13588.4,13588.4
1894,5.68814,13588.4,13588.4
1895,5.6597,13588.4,13588.4
1896,5.6314,13588.4,13588.4
1897,5.60324,13392.6,13392.6
1898,5.57523,13392.6,13392.6
1899,5.54735,13392.6,13392.6
1900,5.51961,13392.6,13392.6
1901,5.49202,13392.6,13392.6
1902,5.46456,13392.6,13392.6
1903,5.43723,13392.6,13392.6
1904,5.41005,13392.6,13392.6
1905,5.383,13392.6,13392.6
1906,5.35608,13392.6,13392.6
1907,5.3293,13392.6,13392.6
1908,5.30266,13392.6,13392.6
1909,5.27614,13392.6,13392.6
1910,5.24976,13392.6,13392.6
1911,5.22351,13392.6,13392.6
1912,5.19739,13392.6,13392.6
1913,5.17141,13392.6,13392.6
1914,5.14555,13392.6,13392.6
1915,5.11982,13392.6,13392.6
1916,5.09422,13392.6,13392.6
1917,5.06875,13392.6,13392.6
1918,5.04341,13392.6,13392.6
1919,5.01819,13392.6,13392.6
1920,4.9931,13392.6,13392.6
1921,4.96814,13392.6,13392.6
1922,4.94329,13392.6,13392.6
1923,4.91858,13392.6,13392.6
1924,4.89399,13392.6,13392.6
1925,4.86952,13392.6,13392.6
1926,4.84517,13392.6,13392.6
1927,4.82094,13392.6,13392.6
1928,4.79684,13392.6,13392.6
1929,4.77285,13392.6,13392.6
1930,4.74899,13392.6,13392.6
1931,4.72524,13392.6,13392.6
1932,4.70162,13392.6,13392.6
1933,4.67811,13392.6,13392.6
1934,4.65472,13392.6,13392.6
1935,4.63145,13392.6,13392.6
1936,4.60829,13392.6,13392.6
1937,4.58525,13392.6,13392.6
1938,4.56232,13302.1,13302.1
1939,4.53951,13302.1,13302.1
1940,4.51681,13302.1,13302.1
1941,4.49423,13302.1,13302.1
1942,4.47176,13302.1,13302.1
1943,4.4494,13302.1,13302.1
1944,4.42715,13302.1,13302.1
1945,4.40501,13302.1,13302.1
1946,4.38299,13302.1,13302.1
1947,4.36107,13302.1,13302.1
1948,4.33927,13302.1,13302.1
1949,4.31757,13302.1,13302.1
1950,4.29599,13302.1,13302.1
1951,4.27451,13302.1,13302.1
1952,4.25313,13302.1,13302.1
1953,4.23187,13302.1,13302.1
1954,4.21071,13302.1,13302.1
1955,4.18965,13302.1,13302.1
1956,4.16871,13302.1,13302.1
1957,4.14786,13302.1,13302.1
1958,4.12712,13302.1,13302.1
1959,4.10649,13302.1,13302.1
1960,4.08596,13302.1,13302.1
1961,4.06553,13302.1,13302.1
1962,4.0452,13302.1,13302.1
1963,4.02497,13302.1,13302.1
1964,4.00485,13302.1,13302.1
1965,3.98482,13302.1,13302.1
1966,3.9649,13302.1,13302.1
1967,3.94507,13302.1,13302.1
1968,3.92535,13302.1,13302.1
1969,3.90572,13280.9,13280.9
1970,3.88619,13280.9,13280.9
1971,3.86676,13280.9,13280.9
1972,3.84743,13280.9,13280.9
1973,3.82819,13280.9,13280.9
1974,3.80905,13280.9,13280.9
1975,3.79001,13280.9,13280.9
1976,3.77106,13280.9,13280.9
1977,3.7522,13280.9,13280.9
1978,3.73344,13280.9,13280.9
1979,3.71477,13280.9,13280.9
1980,3.6962,13280.9,13280.9
1981,3.67772,13280.9,13280.9
1982,3.65933,13280.9,13280.9
1983,3.64103,13280.9,13280.9
1984,3.62283,13280.9,13280.9
1985,3.60471,13280.9,13280.9
1986,3.58669,13280.9,13280.9
1987,3.56876,13280.9,13280.9
1988,3.55091,13280.9,13280.9
1989,3.53316,13280.9,13280.9
1990,3.51549,13280.9,13280.9
1991,3.49791,13280.9,13280.9
1992,3.48042,13280.9,13280.9
1993,3.46302,13280.9,13280.9
1994,3.44571,13280.9,13280.9
1995,3.42848,13280.9,13280.9
1996,3.41134,13280.9,13280.9
1997,3.39428,13208.6,13208.6
1998,3.37731,13208.6,13208.6
1999,3.36042,13208.6,13208.6
2000,334.665,13208.6,13208.6
2001,332.992,13208.6,13208.6
2002,331.327,13208.6,13208.6
2003,329.67,13208.6,13208.6
2004,328.022,13208.6,13208.6
2005,326.382,13208.6,13208.6
2006,324.75,13208.6,13208.6
2007,323.126,13208.6,13208.6
2008,321.51,13199.1,13199.1
2009,319.903,13199.1,13199.1
2010,318.303,13199.1,13199.1
2011,316.712,13199.1,13590.5
2012,315.128,13199.1,14603.6
2013,313.553,13199.1,14615.2
2014,311.985,13199.1,14615.2
2015,310.425,13199.1,14615.2
2016,308.873,13199.1,14615.2
2017,307.328,13199.1,14615.2
2018,305.792,13199.1,14615.2
2019,304.263,13199.1,14615.2
2020,302.741,13199.1,14615.2
2021,301.228,13199.1,14615.2
2022,299.722,13199.1,14615.2
2023,298.223,13199.1,14690.4
2024,296.732,13199.1,14690.4
2025,295.248,13199.1,14690.4
2026,293.772,13199.1,14690.4
2027,292.303,13199.1,14690.4
2028,290.842,13199.1,14690.4
2029,289.387,13199.1,14690.4
2030,287.94,13199.1,14690.4
2031,286.501,13199.1,13979.8
2032,285.068,13199.1,13979.8
2033,283.643,13199.1,13979.8
2034,282.225,13199.1,14011.6
2035,280.814,13199.1,14011.6
2036,279.41,13199.1,14011.6
2037,278.012,13199.1,14011.6
2038,276.622,13199.1,13976.4
2039,275.239,13199.1,13976.4
2040,273.863,13199.1,13976.4
2041,272.494,13199.1,13976.4
2042,271.131,13199.1,13976.4
2043,269.776,13199.1,14033
2044,268.427,13199.1,14033
2045,267.085,13199.1,14033
2046,265.749,13199.1,14196.6
2047,264.42,13199.1,14090.4
2048,263.098,13199.1,14090.4
2049,261.783,13199.1,14090.4
2050,260.474,13199.1,14090.4
2051,259.172,13199.1,14090.4
2052,257.876,13199.1,14090.4
2053,256.586,13199.1,14090.4
2054,255.303,13199.1,14090.4
2055,254.027,13199.1,14090.4
2056,252.757,13199.1,14090.4
2057,251.493,13199.1,14090.4
2058,250.236,13199.1,14090.4
2059,248.984,13199.1,14090.4
2060,247.739,13199.1,14090.4
2061,246.501,13199.1,14090.4
2062,245.268,13199.1,14090.4
2063,244.042,13199.1,14138.4
2064,242.822,13199.1,14172.5
2065,241.608,13199.1,14172.5
2066,240.4,13199.1,14172.5
2067,239.198,13199.1,14172.5
2068,238.002,13199.1,14172.5
2069,236.812,13199.1,14172.5
2070,235.627,13199.1,14172.5
2071,234.449,13199.1,14172.5
2072,233.277,13199.1,14172.5
2073,232.111,13199.1,14172.5
2074,230.95,13199.1,14172.5
2075,229.795,13199.1,14172.5
2076,228.646,13199.1,13334.1
2077,227.503,13199.1,13334.1
2078,226.366,13199.1,13334.1
2079,225.234,13199.1,13334.1
2080,224.108,13199.1,13334.1
2081,222.987,13138.8,13138.8
2082,221.872,13138.8,13138.8
2083,220.763,13138.8,13138.8
2084,219.659,13138.8,13138.8
2085,218.561,13138.8,13138.8
2086,217.468,13138.8,13138.8
2087,216.381,13138.8,13138.8
2088,215.299,13138.8,13138.8
2089,214.222,13138.8,13138.8
2090,213.151,13138.8,13138.8
2091,212.085,13138.8,13138.8
2092,211.025,13138.8,13138.8
2093,209.97,13138.8,13138.8
2094,208.92,13138.8,13138.8
2095,207.875,13138.8,13138.8
2096,206.836,13138.8,13179.2
2097,205.802,13138.8,13179.2
2098,204.773,13138.8,13179.2
2099,203.749,13138.8,13179.2
2100,202.73,13138.8,13179.2
2101,201.717,13138.8,13179.2
2102,200.708,13138.8,13179.2
2103,199.704,13138.8,13179.2
2104,198.706,13138.8,13179.2
2105,197.712,13138.8,13179.2
2106,196.724,13138.8,13179.2
2107,195.74,13138.8,13579.2
2108,194.761,13138.8,13579.2
2109,193.788,13138.8,13579.2
2110,192.819,13138.8,13579.2
2111,191.855,13138.8,13579.2
2112,190.895,13138.8,13579.2
2113,189.941,13138.8,13677.3
2114,188.991,13138.8,13677.3
2115,188.046,13138.8,13677.3
2116,187.106,13138.8,13684.2
2117,186.17,13138.8,13684.2
2118,185.24,13138.8,13679.8
2119,184.313,13138.8,13679.8
2120,183.392,13138.8,13679.8
2121,182.475,13138.8,13679.8
2122,181.562,13138.8,13679.8
2123,180.655,13138.8,13679.8
2124,179.751,13138.8,13679.8
2125,178.853,13138.8,13679.8
2126,177.958,13138.8,13679.8
2127,177.069,13138.8,13679.8
2128,176.183,13138.8,13679.8
2129,175.302,13138.8,13714.4
2130,174.426,13138.8,13714.4
2131,173.554,13138.8,13714.4
2132,172.686,13138.8,13714.4
2133,171.823,13138.8,13714.4
2134,170.963,13138.8,13714.4
2135,170.109,13138.8,13714.4
2136,169.258,13138.8,13714.4
2137,168.412,13138.8,13714.4
2138,167.57,13138.8,13714.4
2139,166.732,13138.8,13714.4
2140,165.898,13138.8,13714.4
2141,165.069,13138.8,13637.2
2142,164.243,13138.8,13637.2
2143,163.422,13138.8,13637.2
2144,162.605,13138.8,13637.2
2145,161.792,13138.8,13637.2
2146,160.983,13138.8,13637.2
2147,160.178,13138.8,13637.2
2148,159.377,13138.8,13637.2
2149,158.58,13138.8,13739.6
2150,157.787,13138.8,13739.6
2151,156.998,13138.8,13739.6
2152,156.214,13138.8,13739.6
2153,155.432,13138.8,13739.6
2154,154.655,13138.8,13739.6
2155,153.882,13138.8,13739.6
2156,153.113,13138.8,13739.6
2157,152.347,13138.8,14099.7
2158,151.585,13138.8,14099.7
2159,150.827,13138.8,14099.7
2160,150.073,13138.8,13955.4
2161,149.323,13138.8,13955.4
2162,148.576,13138.8,13955.4
2163,147.833,13138.8,13955.4
2164,147.094,13138.8,13955.4
2165,146.359,13138.8,13955.4
2166,145.627,13138.8,13955.4
2167,144.899,13138.8,13955.4
2168,144.174,13138.8,13955.4
2169,143.453,13138.8,13718.7
2170,142.736,13138.8,13718.7
2171,142.022,13138.8,13718.7
2172,141.312,13138.8,13718.7
2173,140.606,13138.8,13718.7
2174,139.903,13138.8,13718.7
2175,139.203,13138.8,13718.7
2176,138.507,13138.8,13718.7
2177,137.815,13138.8,13718.7
2178,137.126,13138.8,13718.7
2179,136.44,13138.8,13718.7
2180,135.758,13138.8,13718.7
2181,135.079,13138.8,13718.7
2182,134.404,13138.8,13718.7
2183,133.732,13138.8,13718.7
2184,133.063,13138.8,13718.7
2185,132.398,13138.8,13718.7
2186,131.736,13138.8,13718.7
2187,131.077,13138.8,13718.7
2188,130.422,13138.8,13718.7
2189,129.769,13138.8,13718.7
2190,129.121,13138.8,13718.7
2191,128.475,13138.8,13718.7
2192,127.833,13138.8,13718.7
2193,127.193,13138.8,13718.7
2194,126.558,13138.8,13718.7
2195,125.925,13138.8,13718.7
2196,125.295,13138.8,13718.7
2197,124.669,13138.8,13718.7
2198,124.045,13138.8,13718.7
2199,123.425,13138.8,13718.7
2200,122.808,13138.8,13718.7
2201,122.194,13138.8,13718.7
2202,121.583,13138.8,13718.7
2203,120.975,13138.8,13718.7
2204,120.37,13138.8,13718.7
2205,119.768,13138.8,13718.7
2206,119.169,13138.8,13718.7
2207,118.574,13138.8,13718.7
2208,117.981,13138.8,13718.7
2209,117.391,13138.8,13718.7
2210,116.804,13138.8,13718.7
2211,116.22,13138.8,13718.7
2212,115.639,13138.8,13718.7
2213,115.061,13138.8,13718.7
2214,114.485,13138.8,13752
2215,113.913,13138.8,13752
2216,113.343,13138.8,13752
2217,112.777,13138.8,13752
2218,112.213,13138.8,13651.1
2219,111.652,13138.8,13651.1
2220,111.093,13138.8,13554.3
2221,110.538,13138.8,13554.3
2222,109.985,13138.8,13554.3
2223,109.435,13138.8,13554.3
2224,108.888,13138.8,13554.3
2225,108.344,13138.8,13554.3
2226,107.802,13138.8,13554.3
2227,107.263,13138.8,13554.3
2228,106.727,13138.8,13554.3
2229,106.193,13138.8,13531.5
2230,105.662,13138.8,13531.5
2231,105.134,13138.8,13531.5
2232,104.608,13138.8,13531.5
2233,104.085,13138.8,13531.5
2234,103.565,13138.8,13531.5
2235,103.047,13138.8,13531.5
2236,102.532,13138.8,13531.5
2237,102.019,13138.8,13531.5
2238,101.509,13138.8,13531.5
2239,101.001,13138.8,13531.5
2240,100.496,13138.8,13531.5
2241,99.9937,13138.8,13531.5
2242,99.4938,13138.8,13531.5
2243,98.9963,13138.8,13304.4
2244,98.5013,13138.8,13304.4
2245,98.0088,13138.8,13304.4
2246,97.5188,13138.8,13304.4
2247,97.0312,13138.8,13304.4
2248,96.546,13138.8,13304.4
2249,96.0633,13138.8,13304.4
2250,95.583,13138.8,13304.4
2251,95.105,13138.8,13304.4
2252,94.6295,13138.8,13304.4
2253,94.1564,13138.8,13304.4
2254,93.6856,13138.8,13304.4
2255,93.2172,13138.8,13304.4
2256,92.7511,13138.8,13304.4
2257,92.2873,13138.8,13304.4
2258,91.8259,13138.8,13304.4
2259,91.3668,13138.8,13304.4
2260,90.9099,13138.8,13304.4
2261,90.4554,13138.8,13493.7
2262,90.0031,13138.8,13493.7
2263,89.5531,13138.8,13493.7
